Protein systematic name	Common name	Description	Average 1	Average 2	Average 3	Average 4	Average 5	Standard deviation 1	Standard deviation 2	Standard deviation 3	Standard deviation 4	Standard deviation 5	Slope	Intercept	r value	p value	std err	Ave uniqiue peptides	Ave MS/MS count	Time point filtered
YAL003W	EFB1	SGDID:S000000003, Chr I from 142174-142253,142620-143160, Genome Release 64-2-1, Verified ORF, "Translation elongation factor 1 beta; stimulates nucleotide exchange to regenerate EF-1 alpha-GTP for the next elongation cycle; part of the EF-1 complex, which facilitates binding of aminoacyl-tRNA to the ribosomal A site"	nan	-0.81289	-1.1567	-1.29192	-1.55436	nan	0.0	0.0	0.0	0.0	-0.23596	-0.61406	0.98715	0.01285	0.02701	0.8	0.8	
YGR234W	YHB1	SGDID:S000003466, Chr VII from 959904-961103, Genome Release 64-2-1, Verified ORF, "Nitric oxide oxidoreductase; flavohemoglobin involved in nitric oxide detoxification; plays a role in the oxidative and nitrosative stress responses; protein increases in abundance and relocalizes from nucleus to cytoplasmic foci upon DNA replication stress"	-0.55889	-0.89086	-1.33052	-1.6689	nan	0.02795	0.06202	0.13926	0.04958	nan	-0.37697	-0.16987	0.99846	0.00154	0.01481	2.6	3.6	
YDR158W	HOM2	SGDID:S000002565, Chr IV from 770357-771454, Genome Release 64-2-1, Verified ORF, "Aspartic beta semi-aldehyde dehydrogenase; catalyzes the second step in the common pathway for methionine and threonine biosynthesis; expression regulated by Gcn4p and the general control of amino acid synthesis"	-0.31169	-0.73187	-1.05807	-1.62517	-1.69856	0.0	0.0	0.0	0.0	0.0	-0.3667	0.01504	0.98299	0.00266	0.03956	1.0	1.0	
YLR340W	RPP0	SGDID:S000004332, Chr XII from 805887-806825, Genome Release 64-2-1, Verified ORF, "Conserved ribosomal protein P0 of the ribosomal stalk; involved in interaction between translational elongation factors and the ribosome; phosphorylated on serine 302; homologous to mammalian ribosomal protein LP0 and bacterial L10"	-0.40815	-0.7797	-1.12967	-1.48131	-1.40168	0.02864	0.03268	0.04373	0.02079	0.19149	-0.26887	-0.2335	0.95023	0.01323	0.05089	3.8	7.2	
YML073C	RPL6A	SGDID:S000004538, Chr XIII from 123742-123227,124172-124158, Genome Release 64-2-1, reverse complement, Verified ORF, "Ribosomal 60S subunit protein L6A; N-terminally acetylated; binds 5.8S rRNA; homologous to mammalian ribosomal protein L6, no bacterial homolog; RPL6A has a paralog, RPL6B, that arose from the whole genome duplication"	-0.36498	-0.8346	-1.10664	-1.30612	-1.58652	0.02708	0.023	0.0	0.06262	0.35793	-0.29146	-0.16539	0.98713	0.00175	0.02726	1.8	1.8	
YOL139C	CDC33	SGDID:S000005499, Chr XV from 61024-60383, Genome Release 64-2-1, reverse complement, Verified ORF, "mRNA cap binding protein and translation initiation factor eIF4E; the eIF4E-cap complex is responsible for mediating cap-dependent mRNA translation via interactions with translation initiation factor eIF4G (Tif4631p or Tif4632p); protein abundance increases in response to DNA replication stress; mutants are defective for adhesion and pseudohyphal growth"	-0.37968	-0.74916	-1.13389	-1.37526	-1.64971	0.01199	0.03077	0.09136	0.04896	0.17543	-0.31662	-0.10769	0.99526	0.00039	0.01787	3.8	4.4	
YPR183W	DPM1	SGDID:S000006387, Chr XVI from 900755-901558, Genome Release 64-2-1, Verified ORF, "Dolichol phosphate mannose (Dol-P-Man) synthase of the ER membrane; catalyzes the formation of Dol-P-Man from Dol-P and GDP-Man; required for glycosyl phosphatidylinositol membrane anchoring, O mannosylation, and protein glycosylation"	-0.32818	-0.68102	-1.14465	-1.5803	-1.97823	0.0	0.0	0.03408	0.12983	0.12205	-0.41994	0.11734	0.99923	3e-05	0.00952	2.0	2.4	
YDL055C	PSA1	SGDID:S000002213, Chr IV from 356759-355674, Genome Release 64-2-1, reverse complement, Verified ORF, "GDP-mannose pyrophosphorylase (mannose-1-phosphate guanyltransferase); synthesizes GDP-mannose from GTP and mannose-1-phosphate in cell wall biosynthesis; required for normal cell wall structure"	-0.28946	-0.73079	-1.08698	-1.58832	-1.74879	0.0	0.08794	0.00888	0.14738	0.0	-0.37762	0.04399	0.99092	0.00104	0.02959	1.8	1.8	
YGR155W	CYS4	SGDID:S000003387, Chr VII from 798543-800066, Genome Release 64-2-1, Verified ORF, "Cystathionine beta-synthase; catalyzes synthesis of cystathionine from serine and homocysteine, the first committed step in cysteine biosynthesis; responsible for hydrogen sulfide generation; advances passage through START by promoting cell growth which requires catalytic activity, and reducing critical cell size independent of catalytic activity; mutations in human ortholog CBS cause homocystinuria"	-0.4571	-0.74393	-1.0825	-1.37836	-1.53066	0.01788	0.02352	0.0	0.17161	0.19476	-0.27816	-0.20405	0.99312	0.00068	0.01894	2.4	3.0	
YER120W	SCS2	SGDID:S000000922, Chr V from 401135-401869, Genome Release 64-2-1, Verified ORF, "Integral ER membrane protein, regulates phospholipid metabolism; one of 6 proteins (Ist2p, Scs2p, Scs22p, Tcb1p, Tcb2p, Tcb3p) that connect ER to the plasma membrane (PM) and regulate PI4P levels by controlling access of Sac1p phosphatase to its substrate PI4P in the PM; interacts with FFAT motif of Opi1p; involved in telomeric silencing; null shows inositol auxotrophy above 34 deg C; VAP homolog; SCS2 has a paralog, SCS22, that arose from the whole genome duplication"	-0.37702	-1.10611	-1.66631	nan	nan	0.0	0.6727	0.0	nan	nan	-0.64464	0.23948	0.99715	0.04806	0.04875	1.4	1.8	Yes
YGL137W	SEC27	SGDID:S000003105, Chr VII from 249869-249886,250087-252738, Genome Release 64-2-1, Verified ORF, "Essential beta'-coat protein of the COPI coatomer; involved in ER-to-Golgi and Golgi-to-ER transport; contains WD40 domains that mediate cargo selective interactions; 45% sequence identity to mammalian beta'-COP"	-0.5955	-0.79361	-1.10995	-1.62364	nan	0.0	0.0	0.0	0.0	nan	-0.34008	-0.18049	0.97889	0.02111	0.05021	0.8	1.2	
YGR094W	VAS1	SGDID:S000003326, Chr VII from 672186-675500, Genome Release 64-2-1, Verified ORF, "Mitochondrial and cytoplasmic valyl-tRNA synthetase"	-0.50401	-0.77522	-1.2842	-1.5186	nan	0.0	0.08712	0.0	0.1601	nan	-0.35528	-0.13232	0.9895	0.0105	0.03669	1.2	1.4	
YLR448W	RPL6B	SGDID:S000004440, Chr XII from 1028854-1028868,1029253-1029768, Genome Release 64-2-1, Verified ORF, "Ribosomal 60S subunit protein L6B; binds 5.8S rRNA; homologous to mammalian ribosomal protein L6, no bacterial homolog; RPL6B has a paralog, RPL6A, that arose from the whole genome duplication"	-0.4406	-0.77849	-1.15137	-1.45523	-1.53138	0.06956	0.04098	0.06497	0.11576	0.10515	-0.28583	-0.21392	0.98096	0.00314	0.03267	3.2	4.2	
YDL192W	ARF1	SGDID:S000002351, Chr IV from 116321-116866, Genome Release 64-2-1, Verified ORF, "ADP-ribosylation factor; GTPase of the Ras superfamily involved in regulation of coated vesicle formation in intracellular trafficking within the Golgi; ARF1 has a paralog, ARF2, that arose from the whole genome duplication"	-0.38107	-0.88897	-1.09521	nan	-1.60934	0.0	0.03917	0.0	nan	0.19135	-0.3891	-0.02089	0.98794	0.01206	0.04311	1.2	1.6	
YOR257W	CDC31	SGDID:S000005783, Chr XV from 811008-811493, Genome Release 64-2-1, Verified ORF, "Calcium-binding component of the spindle pole body (SPB) half-bridge; required for SPB duplication in mitosis and meiosis II; homolog of mammalian centrin; binds multiubiquitinated proteins and is involved in proteasomal protein degradation"	-0.20103	-0.47225	nan	-1.13685	-1.36309	0.0	0.06329	nan	0.0	0.0	-0.41508	0.24439	0.98023	0.01977	0.05924	1.0	1.0	
YLR342W	FKS1	SGDID:S000004334, Chr XII from 809997-815627, Genome Release 64-2-1, Verified ORF, "Catalytic subunit of 1,3-beta-D-glucan synthase; functionally redundant with alternate catalytic subunit Gsc2p; binds to regulatory subunit Rho1p; involved in cell wall synthesis and maintenance; localizes to sites of cell wall remodeling; FKS1 has a paralog, GSC2, that arose from the whole genome duplication"	-0.56871	-0.91484	-1.51212	nan	-1.72228	0.0	0.0	0.0	nan	0.0	-0.4058	-0.16499	0.98516	0.01484	0.04999	0.8	0.8	
YOR261C	RPN8	SGDID:S000005787, Chr XV from 816931-815915, Genome Release 64-2-1, reverse complement, Verified ORF, "Essential non-ATPase regulatory subunit of the 26S proteasome; has similarity to the human p40 proteasomal subunit and to another S. cerevisiae regulatory subunit, Rpn11p"	-0.23488	-0.44523	-0.78532	-1.05042	nan	0.0	0.0	0.0	0.0	nan	-0.27867	0.06772	0.99636	0.00364	0.01687	0.8	0.8	
YLR167W	RPS31	SGDID:S000004157, Chr XII from 498947-499405, Genome Release 64-2-1, Verified ORF, "Fusion protein cleaved to yield ribosomal protein S31 and ubiquitin; ubiquitin may facilitate assembly of the ribosomal protein into ribosomes; interacts genetically with translation factor eIF2B; homologous to mammalian ribosomal protein S27A, no bacterial homolog"	-0.54493	-0.90325	-1.3277	-1.44501	-1.48817	0.11053	0.10942	0.13366	0.34334	0.24673	-0.24282	-0.41334	0.94546	0.01517	0.0483	3.4	5.4	
YBR249C	ARO4	SGDID:S000000453, Chr II from 717994-716882, Genome Release 64-2-1, reverse complement, Verified ORF, "3-deoxy-D-arabino-heptulosonate-7-phosphate (DAHP) synthase; catalyzes the first step in aromatic amino acid biosynthesis and is feedback-inhibited by tyrosine or high concentrations of phenylalanine or tryptophan; relative distribution to the nucleus increases upon DNA replication stress"	nan	-0.71102	-0.92326	-1.17805	nan	nan	0.03644	0.0	0.0	nan	-0.23352	-0.47041	0.99862	0.03346	0.01228	0.8	1.2	
YEL034W	HYP2	SGDID:S000000760, Chr V from 85676-86149, Genome Release 64-2-1, Verified ORF, "Translation elongation factor eIF-5A; required for translation of proteins containing polyproline stretches, including Bni1p, and this leads to a requirement for mating projection formation; structural homolog of bacterial EF-P; undergoes an essential hypusination modification; HYP2 has a paralog, ANB1, that arose from the whole genome duplication"	-0.36966	-0.6911	-1.21628	-1.54228	-1.64674	0.00889	0.01695	0.20566	0.01631	0.11698	-0.34053	-0.07161	0.97961	0.00349	0.04033	2.0	2.8	
YMR217W	GUA1	SGDID:S000004830, Chr XIII from 701790-703367, Genome Release 64-2-1, Verified ORF, "GMP synthase; highly conserved enzyme that catalyzes the second step in the biosynthesis of GMP from inosine 5'-phosphate (IMP); transcription is not subject to regulation by guanine but is negatively regulated by nutrient starvation; reduction-of-function mutation gua1-G388D causes changes in cellular guanine nucleotide pools, defects in general protein synthesis, and impaired translation of GCN4 mRNA"	-0.46017	-0.83036	nan	-1.28374	nan	0.0	0.0	nan	0.09478	nan	-0.41178	-0.03452	0.9983	0.03709	0.02401	0.8	0.8	
YGR086C	PIL1	SGDID:S000003318, Chr VII from 650617-649598, Genome Release 64-2-1, reverse complement, Verified ORF, "Eisosome core component; eisosomes are large immobile cell cortex structures associated with endocytosis; detected in phosphorylated state in mitochondria; phosphorylated on Thr233 upon Pkc1p hyperactivation in a Slt2p MAPK-dependent fashion; null mutant shows activation of Pkc1p/Ypk1p stress resistance pathways; member of BAR domain family; protein increases in abundance and relocalizes from plasma membrane to cytoplasm upon DNA replication stress"	-0.38856	-0.79785	-1.39784	-1.94292	-1.82773	0.08082	0.00235	0.0	0.0	0.0	-0.40234	-0.06396	0.95362	0.01191	0.07333	1.4	2.0	
YIL052C	RPL34B	SGDID:S000001314, Chr IX from 256554-256226,257063-257027, Genome Release 64-2-1, reverse complement, Verified ORF, "Ribosomal 60S subunit protein L34B; homologous to mammalian ribosomal protein L34, no bacterial homolog; RPL34B has a paralog, RPL34A, that arose from the whole genome duplication"	-0.4031	-0.78795	-1.13549	-1.40956	-1.55309	0.0	0.0	0.0	0.0	0.0	-0.29216	-0.18136	0.98681	0.00181	0.02767	1.0	1.0	
YMR142C	RPL13B	SGDID:S000004750, Chr XIII from 550801-550206,551207-551204, Genome Release 64-2-1, reverse complement, Verified ORF, "Ribosomal 60S subunit protein L13B; not essential for viability; homologous to mammalian ribosomal protein L13, no bacterial homolog; RPL13B has a paralog, RPL13A, that arose from the whole genome duplication"	-0.47287	-0.82481	-1.1623	-1.3201	-1.41415	0.0	0.02821	0.0	0.32692	0.19984	-0.23779	-0.32549	0.96967	0.00631	0.0346	1.8	2.8	
YCL030C	HIS4	SGDID:S000000535, Chr III from 68333-65934, Genome Release 64-2-1, reverse complement, Verified ORF, "Multifunctional enzyme containing phosphoribosyl-ATP pyrophosphatase; phosphoribosyl-AMP cyclohydrolase, and histidinol dehydrogenase activities; catalyzes the second, third, ninth and tenth steps in histidine biosynthesis"	-0.29235	-0.56908	-1.07028	-1.84345	-1.79009	0.0	0.0	0.0	0.17669	0.29939	-0.42698	0.16791	0.96369	0.00826	0.06831	1.6	1.6	
YJR123W	RPS5	SGDID:S000003884, Chr X from 651901-652578, Genome Release 64-2-1, Verified ORF, "Protein component of the small (40S) ribosomal subunit; least basic of non-acidic ribosomal proteins; phosphorylated in vivo; essential for viability; homologous to mammalian ribosomal protein S5 and bacterial S7"	-0.42242	-0.79015	-1.18689	-1.57004	-1.64801	0.00435	0.0117	0.05348	0.10159	0.06907	-0.32311	-0.15418	0.98265	0.00274	0.0352	2.6	7.8	
YJL034W	KAR2	SGDID:S000003571, Chr X from 381327-383375, Genome Release 64-2-1, Verified ORF, "ATPase involved in protein import into the ER; also acts as a chaperone to mediate protein folding in the ER and may play a role in ER export of soluble proteins; regulates the unfolded protein response via interaction with Ire1p"	-0.16409	-0.54533	-1.19075	-1.63936	-1.57836	0.0	0.09361	0.13482	0.21324	0.57127	-0.39226	0.15319	0.95634	0.01088	0.06921	3.6	4.0	
YKL186C	MTR2	SGDID:S000001669, Chr XI from 93298-92744, Genome Release 64-2-1, reverse complement, Verified ORF, "mRNA transport regulator; essential nuclear protein; Mex67p and Mtr2p form a mRNA export complex which binds to RNA"	-0.2296	-0.56254	-0.95435	-1.54556	-1.86692	0.00918	0.00185	0.05395	0.0	0.0	-0.42577	0.2455	0.99498	0.00043	0.02472	1.8	2.0	
YNL007C	SIS1	SGDID:S000004952, Chr XIV from 619565-618507, Genome Release 64-2-1, reverse complement, Verified ORF, "Type II HSP40 co-chaperone that interacts with the HSP70 protein Ssa1p; shuttles between cytosol and nucleus; mediates delivery of misfolded proteins into the nucleus for degradation; involved in proteasomal degradation of misfolded cytosolic proteins; protein abundance increases in response to DNA replication stress; polyQ aggregates sequester Sis1p and interfere with clearance of misfolded proteins; similar to bacterial DnaJ proteins and mammalian DnaJB1"	-0.4372	-0.68861	-1.19605	-1.45165	-1.62477	0.0	0.05825	0.10926	0.43398	0.05227	-0.31382	-0.1382	0.98514	0.00217	0.03158	2.2	2.8	
YGL245W	GUS1	SGDID:S000003214, Chr VII from 39023-41149, Genome Release 64-2-1, Verified ORF, "Glutamyl-tRNA synthetase (GluRS); forms a complex with methionyl-tRNA synthetase (Mes1p) and Arc1p; complex formation increases the catalytic efficiency of both tRNA synthetases and ensures their correct localization to the cytoplasm; protein abundance increases in response to DNA replication stress"	-0.32762	-0.67264	-1.12722	-1.51513	-1.73916	0.05648	0.11928	0.03744	0.02158	0.02771	-0.36656	0.02332	0.99469	0.00046	0.02189	2.8	2.8	
YBL030C	PET9	SGDID:S000000126, Chr II from 163997-163041, Genome Release 64-2-1, reverse complement, Verified ORF, "Major ADP/ATP carrier of the mitochondrial inner membrane; exchanges cytosolic ADP for mitochondrially synthesized ATP; also imports heme and ATP; phosphorylated; required for viability in many lab strains that carry a sal1 mutation; PET9 has a paralog, AAC3, that arose from the whole genome duplication"	-0.45718	-0.79339	-1.26858	-1.78901	-1.81109	0.0	0.0	0.07255	0.0	0.10858	-0.37034	-0.11282	0.97617	0.0044	0.04754	1.4	1.4	
YHR010W	RPL27A	SGDID:S000001052, Chr VIII from 126521-126551,127113-127492, Genome Release 64-2-1, Verified ORF, "Ribosomal 60S subunit protein L27A; homologous to mammalian ribosomal protein L27, no bacterial homolog; RPL27A has a paralog, RPL27B, that arose from the whole genome duplication"	-0.39506	-0.78326	-1.15322	-1.46353	-1.70284	0.03381	0.01036	0.02119	0.02872	0.17194	-0.32958	-0.11083	0.99569	0.00034	0.01772	3.2	4.8	
YLR175W	CBF5	SGDID:S000004165, Chr XII from 506134-507585, Genome Release 64-2-1, Verified ORF, "Pseudouridine synthase catalytic subunit of box H/ACA snoRNPs; acts on large and small rRNAs, on snRNA U2, and on some mRNAs; mutations in human ortholog dyskerin cause the disorder dyskeratosis congenita; small nucleolar ribonucleoprotein particles are also known as snoRNPs"	-0.55567	-0.90694	nan	-1.29777	-1.65486	0.0	0.03106	nan	0.0	0.18179	-0.36884	-0.18171	0.9998	0.0002	0.00526	1.4	1.4	
YML028W	TSA1	SGDID:S000004490, Chr XIII from 220138-220728, Genome Release 64-2-1, Verified ORF, "Thioredoxin peroxidase; acts as both ribosome-associated and free cytoplasmic antioxidant; self-associates to form high-molecular weight chaperone complex under oxidative stress; chaperone activity essential for growth in zinc deficiency; required for telomere length maintenance; protein abundance increases, forms cytoplasmic foci during DNA replication stress; TSA1 has a paralog, TSA2, that arose from the whole genome duplication"	-0.17105	-0.41983	-0.79806	-1.65216	-1.72956	0.0	0.0	0.0	0.12114	0.0955	-0.43493	0.35067	0.96974	0.00629	0.06322	1.6	2.6	
YDL185W	VMA1	SGDID:S000002344, Chr IV from 126787-130002, Genome Release 64-2-1, Verified ORF, "Subunit A of the V1 peripheral membrane domain of V-ATPase; protein precursor undergoes self-catalyzed splicing to yield the extein Tfp1p and the intein Vde (PI-SceI), which is a site-specific endonuclease; the V1 peripheral membrane domain of the vacuolar H+-ATPase (V-ATPase) has eight subunits; involved in methionine restriction extension of chronological lifespan in an autophagy-dependent manner"	nan	-0.87924	-1.08217	-1.43945	-1.71784	nan	0.49986	0.04553	0.23146	0.05761	-0.28731	-0.2741	0.99502	0.00498	0.02036	3.0	4.4	Yes
YGL048C	RPT6	SGDID:S000003016, Chr VII from 411286-410069, Genome Release 64-2-1, reverse complement, Verified ORF, "ATPase of the 19S regulatory particle of the 26S proteasome; one of six ATPases of the regulatory particle; involved in the degradation of ubiquitinated substrates; bound by ubiquitin-protein ligases Ubr1p and Ufd4p; localized mainly to the nucleus throughout the cell cycle; protein abundance increases in response to DNA replication stress"	-0.15433	-0.41235	nan	-1.16337	-1.39412	0.0	0.0	nan	0.0	0.0	-0.44704	0.33656	0.97518	0.02482	0.07178	0.8	1.0	
YML026C	RPS18B	SGDID:S000004488, Chr XIII from 223380-222987,223828-223782, Genome Release 64-2-1, reverse complement, Verified ORF, "Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S18 and bacterial S13; RPS18B has a paralog, RPS18A, that arose from the whole genome duplication; protein abundance increases in response to DNA replication stress"	-0.40448	-0.77044	-1.09544	-1.32718	-1.61408	0.01198	0.07844	0.17677	0.2969	0.02609	-0.29759	-0.14954	0.99662	0.00024	0.01416	3.2	9.0	
YOR182C	RPS30B	SGDID:S000005708, Chr XV from 678379-678191,678793-678791, Genome Release 64-2-1, reverse complement, Verified ORF, "Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S30, no bacterial homolog; RPS30B has a paralog, RPS30A, that arose from the whole genome duplication; protein abundance increases in response to DNA replication stress"	-0.37558	-0.8634	-1.24245	-1.68516	-1.96966	0.03945	0.0	0.10064	0.1371	0.0	-0.40099	-0.02427	0.99664	0.00023	0.01903	1.6	2.2	
YER009W	NTF2	SGDID:S000000811, Chr V from 172115-172492, Genome Release 64-2-1, Verified ORF, "Nuclear envelope protein; interacts with GDP-bound Gsp1p and with proteins of the nuclear pore to transport Gsp1p into the nucleus where it is an essential player in nucleocytoplasmic transport"	-0.36344	-0.69131	-1.11214	-1.39624	-1.631	0.00565	0.02022	0.02154	0.0337	0.04852	-0.324	-0.06681	0.99484	0.00044	0.01907	2.0	5.2	
YLR304C	ACO1	SGDID:S000004295, Chr XII from 737548-735212, Genome Release 64-2-1, reverse complement, Verified ORF, "Aconitase; required for the tricarboxylic acid (TCA) cycle and also independently required for mitochondrial genome maintenance; phosphorylated; component of the mitochondrial nucleoid; mutation leads to glutamate auxotrophy"	-0.20597	-0.67496	-1.44482	-1.64532	-1.96738	0.0	0.02022	0.0	0.1099	0.10534	-0.44932	0.16026	0.97814	0.00387	0.05515	1.8	1.8	
YNL112W	DBP2	SGDID:S000005056, Chr XIV from 413639-414911,415914-416281, Genome Release 64-2-1, Verified ORF, "ATP-dependent RNA helicase of the DEAD-box protein family; has a strong preference for dsRNA; interacts with YRA1; required for the assembly of Yra1p, Nab2p and Mex67p onto mRNA and formation of nuclear mRNP; involved in mRNA decay and rRNA processing; may be involved in suppression of transcription from cryptic initiation sites"	-0.81938	-0.96151	-1.02109	nan	-1.35742	0.09993	0.09398	0.0	nan	0.29185	-0.13193	-0.67703	0.98826	0.01174	0.01442	2.2	2.8	Yes
YJL189W	RPL39	SGDID:S000003725, Chr X from 75933-75938,76325-76474, Genome Release 64-2-1, Verified ORF, "Ribosomal 60S subunit protein L39; required for ribosome biogenesis; loss of both Rpl31p and Rpl39p confers lethality; also exhibits genetic interactions with SIS1 and PAB1; homologous to mammalian ribosomal protein L39, no bacterial homolog"	-0.36889	-0.72894	-1.16296	nan	-1.50649	0.0	0.0	0.0	nan	0.0	-0.38468	0.01989	0.99904	0.00096	0.01192	0.8	1.0	
YDR502C	SAM2	SGDID:S000002910, Chr IV from 1454464-1453310, Genome Release 64-2-1, reverse complement, Verified ORF, "S-adenosylmethionine synthetase; catalyzes transfer of the adenosyl group of ATP to the sulfur atom of methionine; comparative analysis suggests that a mitochondrially targeted form may result from translation starting at a non-canonical codon upstream of the annotated start codon"	-0.23031	-0.60701	-1.09364	-1.53157	-1.51776	0.0	0.0	0.0	0.0	0.0	-0.34995	0.05378	0.96827	0.00675	0.05215	1.0	2.0	
YOR230W	WTM1	SGDID:S000005756, Chr XV from 770800-772113, Genome Release 64-2-1, Verified ORF, "Transcriptional modulator; involved in regulation of meiosis, silencing, and expression of RNR genes; required for nuclear localization of the ribonucleotide reductase small subunit Rnr2p and Rnr4p; contains WD repeats"	-0.23081	-0.49703	-1.00951	-1.6436	nan	0.0	0.0	0.0	0.05415	nan	-0.47508	0.34248	0.98501	0.01499	0.05883	1.0	1.2	
YIL053W	GPP1	SGDID:S000001315, Chr IX from 255115-255867, Genome Release 64-2-1, Verified ORF, "Constitutively expressed DL-glycerol-3-phosphate phosphatase; also known as glycerol-1-phosphatase; involved in glycerol biosynthesis, induced in response to both anaerobic and osmotic stress; GPP1 has a paralog, GPP2, that arose from the whole genome duplication"	-0.43193	-0.7417	-1.12814	-1.61733	-1.71795	0.14029	0.0299	0.05936	0.13258	0.11272	-0.34477	-0.09311	0.98657	0.00186	0.03296	3.6	5.8	
YLR441C	RPS1A	SGDID:S000004433, Chr XII from 1018908-1018141, Genome Release 64-2-1, reverse complement, Verified ORF, "Ribosomal protein 10 (rp10) of the small (40S) subunit; homologous to mammalian ribosomal protein S3A, no bacterial homolog; RPS1A has a paralog, RPS1B, that arose from the whole genome duplication"	-0.40776	-0.80498	-1.2619	-1.52963	-1.65433	0.02119	0.01151	0.05052	0.03269	0.03853	-0.32178	-0.16638	0.97947	0.00352	0.03824	3.0	5.6	
YKL006W	RPL14A	SGDID:S000001489, Chr XI from 431906-432034,432433-432720, Genome Release 64-2-1, Verified ORF, "Ribosomal 60S subunit protein L14A; N-terminally acetylated; homologous to mammalian ribosomal protein L14, no bacterial homolog; RPL14A has a paralog, RPL14B, that arose from the whole genome duplication"	-0.42015	-0.83345	-0.93001	-1.40905	-1.9537	0.0	0.0	0.0	0.0	0.0	-0.36427	-0.01646	0.97845	0.00379	0.04439	1.0	1.2	
YLR333C	RPS25B	SGDID:S000004325, Chr XII from 795899-795573, Genome Release 64-2-1, reverse complement, Verified ORF, "Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S25, no bacterial homolog; RPS25B has a paralog, RPS25A, that arose from the whole genome duplication"	-0.40932	-0.77688	-1.18401	-1.49857	-1.59851	0.02213	0.08453	0.13445	0.08201	0.08482	-0.31001	-0.16344	0.98246	0.00278	0.03397	3.2	7.0	
YLR367W	RPS22B	SGDID:S000004359, Chr XII from 856442-856574,857058-857317, Genome Release 64-2-1, Verified ORF, "Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S15A and bacterial S8; RPS22B has a paralog, RPS22A, that arose from the whole genome duplication"	-0.41559	-0.77017	-1.17746	-1.44076	-1.69543	0.0159	0.03337	0.05233	0.02825	0.03502	-0.32303	-0.1308	0.99506	0.00042	0.01861	2.4	5.2	
YPR132W	RPS23B	SGDID:S000006336, Chr XVI from 794965-795029,795395-795767, Genome Release 64-2-1, Verified ORF, "Ribosomal protein 28 (rp28) of the small (40S) ribosomal subunit; required for translational accuracy; homologous to mammalian ribosomal protein S23 and bacterial S12; RPS23B has a paralog, RPS23A, that arose from the whole genome duplication; deletion of both RPS23A and RPS23B is lethal"	-0.42915	-0.8243	-1.19903	-1.46536	-1.61018	0.00577	0.00393	0.0	0.02714	0.03102	-0.30031	-0.20467	0.98504	0.00219	0.03033	2.8	3.6	
YHR193C	EGD2	SGDID:S000001236, Chr VIII from 488236-487712, Genome Release 64-2-1, reverse complement, Verified ORF, "Alpha subunit of the nascent polypeptide-associated complex (NAC); involved in protein sorting and translocation; associated with cytoplasmic ribosomes"	-0.41154	-0.82112	-1.06235	-1.67942	-1.44534	0.0	0.06021	0.0	0.0	0.0	-0.29259	-0.20618	0.92209	0.0258	0.07089	1.2	2.2	
YGR218W	CRM1	SGDID:S000003450, Chr VII from 932541-935795, Genome Release 64-2-1, Verified ORF, "Major karyopherin; involved in export of proteins, RNAs, and ribosomal subunits from the nucleus; exportin"	-0.33091	-0.58827	-1.0287	-1.47536	-1.42558	0.01745	0.03902	0.05245	0.21189	0.0	-0.30764	-0.04683	0.96301	0.00849	0.0497	2.6	4.0	
YBR189W	RPS9B	SGDID:S000000393, Chr II from 604508-604514,604928-605508, Genome Release 64-2-1, Verified ORF, "Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S9 and bacterial S4; RPS9B has a paralog, RPS9A, that arose from the whole genome duplication"	-0.43825	-0.76846	-1.21348	-1.46821	-1.64905	0.0	0.04597	0.0	0.00361	0.0	-0.31214	-0.17108	0.98831	0.00151	0.0278	1.4	2.8	
YBR011C	IPP1	SGDID:S000000215, Chr II from 257975-257112, Genome Release 64-2-1, reverse complement, Verified ORF, "Cytoplasmic inorganic pyrophosphatase (PPase); homodimer that catalyzes the rapid exchange of oxygens from Pi with water, highly expressed and essential for viability, active-site residues show identity to those from E. coli PPase"	-0.35624	-0.55015	-0.99634	-1.5107	-1.46504	0.04009	0.0	0.0	0.04975	0.05125	-0.31781	-0.02225	0.96222	0.00876	0.05192	2.2	2.6	
YBR127C	VMA2	SGDID:S000000331, Chr II from 492822-491269, Genome Release 64-2-1, reverse complement, Verified ORF, "Subunit B of V1 peripheral membrane domain of vacuolar H+-ATPase; an electrogenic proton pump found throughout the endomembrane system; contains nucleotide binding sites; also detected in the cytoplasm; protein abundance increases in response to DNA replication stress"	-0.31706	-0.87454	-1.19853	-1.60242	-1.60421	0.0	0.0	0.0	0.12696	0.0	-0.33022	-0.1287	0.96199	0.00885	0.05412	1.4	1.8	
YER117W	RPL23B	SGDID:S000000919, Chr V from 396769-396810,397282-397653, Genome Release 64-2-1, Verified ORF, "Ribosomal 60S subunit protein L23B; homologous to mammalian ribosomal protein L23 and bacterial L14; RPL23B has a paralog, RPL23A, that arose from the whole genome duplication"	-0.38993	-0.8244	-1.17877	-1.46514	-1.62077	0.0	0.03479	0.02508	0.01585	0.0143	-0.31024	-0.16508	0.98562	0.00207	0.03071	2.2	3.4	
