Protein systematic name	Common name	Description	Average 1	Average 2	Average 3	Average 4	Average 5	Standard deviation 1	Standard deviation 2	Standard deviation 3	Standard deviation 4	Standard deviation 5	Slope	Intercept	r value	p value	std err	Ave uniqiue peptides	Ave MS/MS count	Time point filtered
YIL069C	RPS24B	SGDID:S000001331, Chr IX from 231957-231553,232369-232367, Genome Release 64-2-1, reverse complement, Verified ORF, "Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S24, no bacterial homolog; RPS24B has a paralog, RPS24A, that arose from the whole genome duplication"	-0.42393	-0.80824	-1.17196	-1.4653	-1.77071	0.03553	0.02247	0.01892	0.03927	0.27718	-0.33506	-0.12284	0.99819	9e-05	0.01166	6.2	9.2	
YMR116C	ASC1	SGDID:S000004722, Chr XIII from 499878-499456,500688-500152, Genome Release 64-2-1, reverse complement, Verified ORF, "G-protein beta subunit and guanine dissociation inhibitor for Gpa2p; ortholog of RACK1 that inhibits translation; core component of the small (40S) ribosomal subunit; regulates P-body formation induced by replication stress; represses Gcn4p in the absence of amino acid starvation"	-0.40583	-0.79886	-1.19934	-1.38966	-1.50392	0.02025	0.02665	0.03419	0.27209	0.39316	-0.2787	-0.22343	0.97249	0.00545	0.03854	4.4	10.0	
YLR075W	RPL10	SGDID:S000004065, Chr XII from 282927-283592, Genome Release 64-2-1, Verified ORF, "Ribosomal 60S subunit protein L10; responsible for joining the 40S and 60S subunits; regulates translation initiation; similar to members of the QM gene family; homologous to mammalian ribosomal protein L10 and bacterial L16; protein abundance increases in response to DNA replication stress; mutations in the human ortholog are associated with development of T-cell acute lymphoblastic leukemia and similar changes in the yeast gene result in ribosome biogenesis defects"	-0.38498	-0.8018	-1.23784	-1.53771	-1.71309	0.02171	0.02681	0.05673	0.05441	0.05148	-0.33921	-0.11744	0.98728	0.00172	0.03154	7.0	15.2	
YLR249W	YEF3	SGDID:S000004239, Chr XII from 636780-639914, Genome Release 64-2-1, Verified ORF, "Translation elongation factor 3; contains two ABC cassettes; binds and hydrolyzes ATP; YEF3 has a paralog, HEF3, that arose from the whole genome duplication"	-0.50076	-0.83278	-1.19603	-1.56197	-1.59387	0.02855	0.04413	0.03781	0.13641	0.07948	-0.29154	-0.26246	0.97716	0.00413	0.03661	8.8	14.6	
YDR159W	SAC3	SGDID:S000002566, Chr IV from 771877-775782, Genome Release 64-2-1, Verified ORF, "mRNA export factor; required for biogenesis of the small ribosomal subunit; component of TREX-2 complex (Sac3p-Thp1p-Sus1p-Cdc31p) involved in transcription elongation and mRNA export from the nucleus; involved in post-transcriptional tethering of active genes to the nuclear periphery and to non-nascent mRNP; similar to the human germinal center-associated nuclear protein (GANP)"	-0.55946	-0.82328	-1.19944	-1.50304	-1.78623	0.14357	0.11453	0.07523	0.05588	0.22602	-0.31333	-0.2343	0.99865	6e-05	0.00939	5.0	6.0	
YLR355C	ILV5	SGDID:S000004347, Chr XII from 839253-838066, Genome Release 64-2-1, reverse complement, Verified ORF, "Acetohydroxyacid reductoisomerase and mtDNA binding protein; involved in branched-chain amino acid biosynthesis and maintenance of wild-type mitochondrial DNA; found in mitochondrial nucleoids"	-0.43282	-0.83735	-1.17841	-1.60523	-1.81024	0.04244	0.05181	0.12092	0.10584	0.28002	-0.35227	-0.11599	0.995	0.00042	0.02041	6.2	8.4	
YDR025W	RPS11A	SGDID:S000002432, Chr IV from 491515-491559,491899-492324, Genome Release 64-2-1, Verified ORF, "Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S11 and bacterial S17; N-terminally propionylated in vivo; RPS11A has a paralog, RPS11B, that arose from the whole genome duplication"	-0.3842	-0.77116	-1.2143	-1.4749	-1.61674	0.02149	0.02496	0.06359	0.0272	0.07464	-0.31688	-0.14161	0.98221	0.00284	0.03498	4.8	9.6	
YJR145C	RPS4A	SGDID:S000003906, Chr X from 702798-702027,703068-703055, Genome Release 64-2-1, reverse complement, Verified ORF, "Protein component of the small (40S) ribosomal subunit; mutation affects 20S pre-rRNA processing; homologous to mammalian ribosomal protein S4, no bacterial homolog; RPS4A has a paralog, RPS4B, that arose from the whole genome duplication"	-0.44979	-0.88108	-1.28664	-1.53478	-1.67148	0.05964	0.04311	0.09868	0.0202	0.07978	-0.30971	-0.23563	0.97929	0.00357	0.03697	6.4	10.0	
YPL106C	SSE1	SGDID:S000006027, Chr XVI from 352275-350194, Genome Release 64-2-1, reverse complement, Verified ORF, "ATPase component of heat shock protein Hsp90 chaperone complex; plays a role in determining prion variants; binds unfolded proteins; member of the heat shock protein 70 (HSP70) family; localized to the cytoplasm; deletion results in spindle elongation in S phase; SSE1 has a paralog, SSE2, that arose from the whole genome duplication"	-0.39378	-0.6904	-1.11263	-1.50055	-1.52164	0.05515	0.03485	0.25028	0.14116	0.29145	-0.30659	-0.12404	0.97484	0.00477	0.04048	6.6	8.8	
YGL076C	RPL7A	SGDID:S000003044, Chr VII from 364964-364335,365526-365433,365996-365986, Genome Release 64-2-1, reverse complement, Verified ORF, "Ribosomal 60S subunit protein L7A; required for processing of 27SA3 pre-rRNA to 27SB pre-rRNA during assembly of large ribosomal subunit; depletion leads to a turnover of pre-rRNA; contains a conserved C-terminal Nucleic acid Binding Domain (NDB2); binds to Domain II of 25S and 5.8S rRNAs; homologous to mammalian ribosomal protein L7 and bacterial L30; RPL7A has a paralog, RPL7B, that arose from the whole genome duplication"	-0.4511	-0.83405	-1.19772	-1.38783	-1.63844	0.03732	0.03664	0.07306	0.23521	0.0527	-0.29285	-0.22329	0.99051	0.00111	0.02346	7.2	9.6	
YER091C	MET6	SGDID:S000000893, Chr V from 342167-339864, Genome Release 64-2-1, reverse complement, Verified ORF, "Cobalamin-independent methionine synthase; involved in methionine biosynthesis and regeneration; requires a minimum of two glutamates on the methyltetrahydrofolate substrate, similar to bacterial metE homologs"	-0.30108	-0.64918	-0.97376	-1.47049	-1.62538	0.05022	0.02977	0.09551	0.31491	0.12663	-0.34699	0.037	0.99155	0.00093	0.02621	7.4	10.0	
YBR031W	RPL4A	SGDID:S000000235, Chr II from 300166-301254, Genome Release 64-2-1, Verified ORF, "Ribosomal 60S subunit protein L4A; N-terminally acetylated; homologous to mammalian ribosomal protein L4 and bacterial L4; RPL4A has a paralog, RPL4B, that arose from the whole genome duplication"	-0.39482	-0.77921	-1.14829	-1.43772	-1.629	0.02484	0.0237	0.10782	0.12206	0.15765	-0.31269	-0.13975	0.99181	0.00089	0.02325	11.4	31.6	
YBR191W	RPL21A	SGDID:S000000395, Chr II from 606270-606280,606669-607140, Genome Release 64-2-1, Verified ORF, "Ribosomal 60S subunit protein L21A; homologous to mammalian ribosomal protein L21, no bacterial homolog; RPL21A has a paralog, RPL21B, that arose from the whole genome duplication"	-0.39326	-0.82432	-1.20796	-1.49584	-1.68675	0.03258	0.05057	0.04849	0.04464	0.08385	-0.32585	-0.14408	0.9889	0.0014	0.02827	6.4	12.2	
YPL231W	FAS2	SGDID:S000006152, Chr XVI from 108652-114315, Genome Release 64-2-1, Verified ORF, "Alpha subunit of fatty acid synthetase; complex catalyzes the synthesis of long-chain saturated fatty acids; contains the acyl-carrier protein domain and beta-ketoacyl reductase, beta-ketoacyl synthase and self-pantetheinylation activities"	-0.35909	-0.66958	-1.08332	-1.42711	-1.5456	0.04239	0.08616	0.09872	0.24995	0.3331	-0.31306	-0.07777	0.98723	0.00173	0.02917	6.8	8.0	
YOR133W	EFT1	SGDID:S000005659, Chr XV from 575098-577626, Genome Release 64-2-1, Verified ORF, "Elongation factor 2 (EF-2), also encoded by EFT2; catalyzes ribosomal translocation during protein synthesis; contains diphthamide, the unique posttranslationally modified histidine residue specifically ADP-ribosylated by diphtheria toxin; EFT1 has a paralog, EFT2, that arose from the whole genome duplication"	-0.41118	-0.80346	-1.17208	-1.44952	-1.58008	0.02818	0.06072	0.07394	0.14493	0.30462	-0.29839	-0.18811	0.98437	0.00234	0.03082	17.8	26.8	
YLR197W	NOP56	SGDID:S000004187, Chr XII from 546097-547611, Genome Release 64-2-1, Verified ORF, "Essential evolutionarily-conserved nucleolar protein; component of the box C/D snoRNP complexes that direct 2'-O-methylation of pre-rRNA during its maturation; overexpression causes spindle orientation defects"	-0.55117	-0.86852	-1.12086	-1.38494	-1.52784	0.0298	0.11915	0.09033	0.06137	0.0859	-0.24698	-0.34974	0.99265	0.00076	0.01738	6.2	8.6	
YBR084C-A	RPL19A	SGDID:S000002156, Chr II from 414753-414186,415261-415260, Genome Release 64-2-1, reverse complement, Verified ORF, "Ribosomal 60S subunit protein L19A; rpl19a and rpl19b single null mutations result in slow growth, while the double null mutation is lethal; homologous to mammalian ribosomal protein L19, no bacterial homolog; RPL19A has a paralog, RPL19B, that arose from the whole genome duplication"	-0.36915	-0.78618	-1.18198	-1.49596	-1.62044	0.07444	0.04239	0.07611	0.04918	0.07656	-0.32124	-0.12703	0.98363	0.00251	0.03398	7.0	13.0	
YDR050C	TPI1	SGDID:S000002457, Chr IV from 556472-555726, Genome Release 64-2-1, reverse complement, Verified ORF, "Triose phosphate isomerase, abundant glycolytic enzyme; mRNA half-life is regulated by iron availability; transcription is controlled by activators Reb1p, Gcr1p, and Rap1p through binding sites in the 5' non-coding region; inhibition of Tpi1p activity by PEP (phosphoenolpyruvate) stimulates redox metabolism in respiring cells; E104D mutation in human TPI causes a rare autosomal disease"	-0.29589	-0.7038	-1.15369	-1.61251	-1.74017	0.03869	0.06651	0.03806	0.03608	0.05772	-0.37973	0.03797	0.98741	0.00169	0.03512	5.6	9.8	
YER110C	KAP123	SGDID:S000000912, Chr V from 382103-378762, Genome Release 64-2-1, reverse complement, Verified ORF, "Karyopherin beta; mediates nuclear import of ribosomal proteins prior to assembly into ribosomes and import of histones H3 and H4; localizes to the nuclear pore, nucleus, and cytoplasm; exhibits genetic interactions with RAI1"	-0.47269	-0.77442	-1.15904	-1.4354	-1.54108	0.02346	0.04261	0.0854	0.07988	0.11936	-0.27978	-0.2372	0.98468	0.00227	0.02861	12.0	19.2	
YOR375C	GDH1	SGDID:S000005902, Chr XV from 1043042-1041678, Genome Release 64-2-1, reverse complement, Verified ORF, "NADP(+)-dependent glutamate dehydrogenase; synthesizes glutamate from ammonia and alpha-ketoglutarate; rate of alpha-ketoglutarate utilization differs from Gdh3p; expression regulated by nitrogen and carbon sources; GDH1 has a paralog, GDH3, that arose from the whole genome duplication"	-0.32352	-0.62456	-1.21465	-1.45755	-2.28711	0.03959	0.10956	0.10607	0.14355	1.43268	-0.47602	0.24657	0.98279	0.0027	0.05166	4.6	6.0	
YOL086C	ADH1	SGDID:S000005446, Chr XV from 160594-159548, Genome Release 64-2-1, reverse complement, Verified ORF, "Alcohol dehydrogenase; fermentative isozyme active as homo- or heterotetramers; required for the reduction of acetaldehyde to ethanol, the last step in the glycolytic pathway; ADH1 has a paralog, ADH5, that arose from the whole genome duplication"	-0.26392	-0.65951	-0.99738	-1.36886	-1.45779	0.01271	0.02153	0.06003	0.05407	0.06483	-0.30971	-0.02036	0.98401	0.00242	0.03237	9.4	18.6	
