Protein systematic name	Common name	Description	Average 1	Average 2	Average 3	Average 4	Average 5	Standard deviation 1	Standard deviation 2	Standard deviation 3	Standard deviation 4	Standard deviation 5	Slope	Intercept	r value	p value	std err	Ave uniqiue peptides	Ave MS/MS count	Time point filtered
YML103C	NUP188	SGDID:S000004571, Chr XIII from 67549-62582, Genome Release 64-2-1, reverse complement, Verified ORF, "Subunit of the inner ring of the nuclear pore complex (NPC); contributes to NPC organization and nucleocytoplasmic transport; homologous to human NUP188"	-0.23062	-0.29767	-0.31169	-0.34194	-0.34971	0.02111	0.02882	0.03283	0.02387	0.03687	-0.02825	-0.22159	0.94225	0.01651	0.0058	29.4	49.0	
YOR098C	NUP1	SGDID:S000005624, Chr XV from 511178-507948, Genome Release 64-2-1, reverse complement, Verified ORF, "FG-nucleoporin component of central core of the nuclear pore complex; contributes directly to nucleocytoplasmic transport and maintenance of thenuclear pore complex (NPC) permeability barrier; possible karyopherin release factor that accelerates release of karyopherin-cargo complexes after transport across NPC; both NUP1 and NUP60 are homologous to human NUP153"	-0.45481	-0.78985	-1.13783	-1.44818	-1.67305	0.0301	0.13036	0.21476	0.18216	0.17014	-0.30948	-0.1723	0.99703	0.00019	0.01381	25.2	45.6	
YOR098C	NUP1	SGDID:S000005624, Chr XV from 511178-507948, Genome Release 64-2-1, reverse complement, Verified ORF, "FG-nucleoporin component of central core of the nuclear pore complex; contributes directly to nucleocytoplasmic transport and maintenance of thenuclear pore complex (NPC) permeability barrier; possible karyopherin release factor that accelerates release of karyopherin-cargo complexes after transport across NPC; both NUP1 and NUP60 are homologous to human NUP153"	-0.45481	-0.78985	-1.13783	-1.44818	-1.67305	0.0301	0.13036	0.21476	0.18216	0.17014	-0.30948	-0.1723	0.99703	0.00019	0.01381	25.2	45.6	
YOR098C	NUP1	SGDID:S000005624, Chr XV from 511178-507948, Genome Release 64-2-1, reverse complement, Verified ORF, "FG-nucleoporin component of central core of the nuclear pore complex; contributes directly to nucleocytoplasmic transport and maintenance of thenuclear pore complex (NPC) permeability barrier; possible karyopherin release factor that accelerates release of karyopherin-cargo complexes after transport across NPC; both NUP1 and NUP60 are homologous to human NUP153"	-0.45481	-0.78985	-1.13783	-1.44818	-1.67305	0.0301	0.13036	0.21476	0.18216	0.17014	-0.30948	-0.1723	0.99703	0.00019	0.01381	25.2	45.6	
YJL061W	NUP82	SGDID:S000003597, Chr X from 320016-322157, Genome Release 64-2-1, Verified ORF, "Linker nucleoporin component of the nuclear pore complex (NPC); also part of the NPC cytoplasmic filaments; contributes to nucleocytoplasmic transport and NPC biogenesis; forms stable associations with three FG-nucleoporins (Nsp1p, Nup159p, and Nup116p); relocalizes to the cytosol in response to hypoxia"	-0.19139	-0.25157	-0.30421	-0.36403	-0.36045	0.03597	0.03049	0.03648	0.04646	0.03316	-0.04506	-0.15916	0.96609	0.00746	0.00695	12.6	22.4	
YJL061W	NUP82	SGDID:S000003597, Chr X from 320016-322157, Genome Release 64-2-1, Verified ORF, "Linker nucleoporin component of the nuclear pore complex (NPC); also part of the NPC cytoplasmic filaments; contributes to nucleocytoplasmic transport and NPC biogenesis; forms stable associations with three FG-nucleoporins (Nsp1p, Nup159p, and Nup116p); relocalizes to the cytosol in response to hypoxia"	-0.19139	-0.25157	-0.30421	-0.36403	-0.36045	0.03597	0.03049	0.03648	0.04646	0.03316	-0.04506	-0.15916	0.96609	0.00746	0.00695	12.6	22.4	
YJL061W	NUP82	SGDID:S000003597, Chr X from 320016-322157, Genome Release 64-2-1, Verified ORF, "Linker nucleoporin component of the nuclear pore complex (NPC); also part of the NPC cytoplasmic filaments; contributes to nucleocytoplasmic transport and NPC biogenesis; forms stable associations with three FG-nucleoporins (Nsp1p, Nup159p, and Nup116p); relocalizes to the cytosol in response to hypoxia"	-0.19139	-0.25157	-0.30421	-0.36403	-0.36045	0.03597	0.03049	0.03648	0.04646	0.03316	-0.04506	-0.15916	0.96609	0.00746	0.00695	12.6	22.4	
YJL039C	NUP192	SGDID:S000003576, Chr X from 373799-368748, Genome Release 64-2-1, reverse complement, Verified ORF, "Essential subunit of the inner ring of the nuclear pore complex (NPC); contributes to nucleocytoplasmic transport; homologous to human NUP205"	-0.23391	-0.29453	-0.3183	-0.34521	-0.3417	0.02839	0.05154	0.02856	0.05046	0.03032	-0.02663	-0.22685	0.92481	0.02447	0.00632	27.4	47.2	
YJL039C	NUP192	SGDID:S000003576, Chr X from 373799-368748, Genome Release 64-2-1, reverse complement, Verified ORF, "Essential subunit of the inner ring of the nuclear pore complex (NPC); contributes to nucleocytoplasmic transport; homologous to human NUP205"	-0.23391	-0.29453	-0.3183	-0.34521	-0.3417	0.02839	0.05154	0.02856	0.05046	0.03032	-0.02663	-0.22685	0.92481	0.02447	0.00632	27.4	47.2	
YKL068W	NUP100	SGDID:S000001551, Chr XI from 310199-313078, Genome Release 64-2-1, Verified ORF, "FG-nucleoporin component of central core of the nuclear pore complex; contributes directly to nucleocytoplasmic transport and maintenance of the nuclear pore complex (NPC) permeability barrier and is involved in gene tethering at the nuclear periphery; NUP100 has a paralog, NUP116, that arose from the whole genome duplication"	-0.34151	-0.5292	-0.6541	-0.73408	-0.80669	0.04371	0.06764	0.07378	0.08398	0.14341	-0.11352	-0.27254	0.97853	0.00376	0.01381	12.0	19.2	
YKL068W	NUP100	SGDID:S000001551, Chr XI from 310199-313078, Genome Release 64-2-1, Verified ORF, "FG-nucleoporin component of central core of the nuclear pore complex; contributes directly to nucleocytoplasmic transport and maintenance of the nuclear pore complex (NPC) permeability barrier and is involved in gene tethering at the nuclear periphery; NUP100 has a paralog, NUP116, that arose from the whole genome duplication"	-0.34151	-0.5292	-0.6541	-0.73408	-0.80669	0.04371	0.06764	0.07378	0.08398	0.14341	-0.11352	-0.27254	0.97853	0.00376	0.01381	12.0	19.2	
YKL068W	NUP100	SGDID:S000001551, Chr XI from 310199-313078, Genome Release 64-2-1, Verified ORF, "FG-nucleoporin component of central core of the nuclear pore complex; contributes directly to nucleocytoplasmic transport and maintenance of the nuclear pore complex (NPC) permeability barrier and is involved in gene tethering at the nuclear periphery; NUP100 has a paralog, NUP116, that arose from the whole genome duplication"	-0.34151	-0.5292	-0.6541	-0.73408	-0.80669	0.04371	0.06764	0.07378	0.08398	0.14341	-0.11352	-0.27254	0.97853	0.00376	0.01381	12.0	19.2	
YMR047C	NUP116	SGDID:S000004650, Chr XIII from 366705-363364, Genome Release 64-2-1, reverse complement, Verified ORF, "FG-nucleoporin component of central core of the nuclear pore complex; contributes directly to nucleocytoplasmic transport and maintenance of the nuclear pore complex (NPC) permeability barrier; forms a stable association with Nup82p, Gle2p and two other FG-nucleoporins (Nsp1p and Nup159p); NUP116 has a paralog, NUP100, that arose from the whole genome duplication"	-0.32589	-0.61356	-0.9241	-1.18038	-1.38499	0.04304	0.04141	0.03488	0.05313	0.0678	-0.2685	-0.08028	0.99716	0.00018	0.01171	15.4	33.8	
YMR047C	NUP116	SGDID:S000004650, Chr XIII from 366705-363364, Genome Release 64-2-1, reverse complement, Verified ORF, "FG-nucleoporin component of central core of the nuclear pore complex; contributes directly to nucleocytoplasmic transport and maintenance of the nuclear pore complex (NPC) permeability barrier; forms a stable association with Nup82p, Gle2p and two other FG-nucleoporins (Nsp1p and Nup159p); NUP116 has a paralog, NUP100, that arose from the whole genome duplication"	-0.32589	-0.61356	-0.9241	-1.18038	-1.38499	0.04304	0.04141	0.03488	0.05313	0.0678	-0.2685	-0.08028	0.99716	0.00018	0.01171	15.4	33.8	
YMR047C	NUP116	SGDID:S000004650, Chr XIII from 366705-363364, Genome Release 64-2-1, reverse complement, Verified ORF, "FG-nucleoporin component of central core of the nuclear pore complex; contributes directly to nucleocytoplasmic transport and maintenance of the nuclear pore complex (NPC) permeability barrier; forms a stable association with Nup82p, Gle2p and two other FG-nucleoporins (Nsp1p and Nup159p); NUP116 has a paralog, NUP100, that arose from the whole genome duplication"	-0.32589	-0.61356	-0.9241	-1.18038	-1.38499	0.04304	0.04141	0.03488	0.05313	0.0678	-0.2685	-0.08028	0.99716	0.00018	0.01171	15.4	33.8	
YLR347C	KAP95	SGDID:S000004339, Chr XII from 826413-823828, Genome Release 64-2-1, reverse complement, Verified ORF, "Karyopherin beta; forms a complex with Srp1p/Kap60p; interacts with nucleoporins to mediate nuclear import of NLS-containing cargo proteins via the nuclear pore complex; regulates PC biosynthesis; GDP-to-GTP exchange factor for Gsp1p"	-0.36251	-0.71947	-1.07302	-1.49301	-1.63527	0.04447	0.05592	0.08506	0.10396	0.18472	-0.33191	-0.06094	0.99132	0.00097	0.02542	15.0	40.4	
YGL092W	NUP145	SGDID:S000003060, Chr VII from 337906-341859, Genome Release 64-2-1, Verified ORF, "Essential protein with distinct roles in two nuclear pore subcomplexes; catalyzes its own proteolytic cleavage in vivo to generate a C-terminal fragment that is a structural component of the Nup84p subcomplex (with roles in NPC biogenesis and localization of genes to the nuclear periphery), and an N-terminal fragment that is one of several FG-nucleoporins within the NPC central core directly responsible for nucleocytoplasmic transport; homologous to human NUP98"	-0.19536	-0.22997	-0.26639	-0.34921	-0.35736	0.11102	0.15363	0.18635	0.2663	0.26101	-0.04432	-0.14669	0.97595	0.00446	0.00572	47.6	104.4	
YGL092W	NUP145	SGDID:S000003060, Chr VII from 337906-341859, Genome Release 64-2-1, Verified ORF, "Essential protein with distinct roles in two nuclear pore subcomplexes; catalyzes its own proteolytic cleavage in vivo to generate a C-terminal fragment that is a structural component of the Nup84p subcomplex (with roles in NPC biogenesis and localization of genes to the nuclear periphery), and an N-terminal fragment that is one of several FG-nucleoporins within the NPC central core directly responsible for nucleocytoplasmic transport; homologous to human NUP98"	-0.19536	-0.22997	-0.26639	-0.34921	-0.35736	0.11102	0.15363	0.18635	0.2663	0.26101	-0.04432	-0.14669	0.97595	0.00446	0.00572	47.6	104.4	
YGL092W	NUP145	SGDID:S000003060, Chr VII from 337906-341859, Genome Release 64-2-1, Verified ORF, "Essential protein with distinct roles in two nuclear pore subcomplexes; catalyzes its own proteolytic cleavage in vivo to generate a C-terminal fragment that is a structural component of the Nup84p subcomplex (with roles in NPC biogenesis and localization of genes to the nuclear periphery), and an N-terminal fragment that is one of several FG-nucleoporins within the NPC central core directly responsible for nucleocytoplasmic transport; homologous to human NUP98"	-0.19536	-0.22997	-0.26639	-0.34921	-0.35736	0.11102	0.15363	0.18635	0.2663	0.26101	-0.04432	-0.14669	0.97595	0.00446	0.00572	47.6	104.4	
YDL207W	GLE1	SGDID:S000002366, Chr IV from 88248-89864, Genome Release 64-2-1, Verified ORF, "Cytoplasmic nucleoporin required for polyadenylated mRNA export; contains a nuclear export signal; when bound to inositol hexakisphosphate (IP6), functions as an activator for the Dbp5p ATPase activity at the nuclear pore complex during mRNA export; mediates translation initiation; required for efficient translation termination"	-0.35423	-0.61836	-0.98736	-1.23596	-1.37077	0.0347	0.08162	0.05243	0.04092	0.15024	-0.26507	-0.11813	0.98893	0.0014	0.02296	6.8	8.4	
