Protein systematic name	Common name	Description	Time points	Ave unique peptide	Ave MS/MS count
YDR172W	SUP35	SGDID:S000002579, Chr IV from 808324-810381, Genome Release 64-2-1, Verified ORF, "Translation termination factor eRF3; has a role in mRNA deadenylation and decay; altered protein conformation creates the [PSI(+)] prion that modifies cellular fitness, alters translational fidelity by affecting reading frame selection, and results in a nonsense suppressor phenotype; many stress-response genes are repressed in the presence of [PSI(+)]"	2	0.4	0.6
YDR172W	SUP35	SGDID:S000002579, Chr IV from 808324-810381, Genome Release 64-2-1, Verified ORF, "Translation termination factor eRF3; has a role in mRNA deadenylation and decay; altered protein conformation creates the [PSI(+)] prion that modifies cellular fitness, alters translational fidelity by affecting reading frame selection, and results in a nonsense suppressor phenotype; many stress-response genes are repressed in the presence of [PSI(+)]"	2	0.4	0.6
YDR427W	RPN9	SGDID:S000002835, Chr IV from 1322205-1323386, Genome Release 64-2-1, Verified ORF, "Non-ATPase regulatory subunit of the 26S proteasome; similar to putative proteasomal subunits in other species; null mutant is temperature sensitive and exhibits cell cycle and proteasome assembly defects; protein abundance increases in response to DNA replication stress; relocalizes to the cytosol in response to hypoxia"	2	0.4	0.4
YDR427W	RPN9	SGDID:S000002835, Chr IV from 1322205-1323386, Genome Release 64-2-1, Verified ORF, "Non-ATPase regulatory subunit of the 26S proteasome; similar to putative proteasomal subunits in other species; null mutant is temperature sensitive and exhibits cell cycle and proteasome assembly defects; protein abundance increases in response to DNA replication stress; relocalizes to the cytosol in response to hypoxia"	2	0.4	0.4
YDR427W	RPN9	SGDID:S000002835, Chr IV from 1322205-1323386, Genome Release 64-2-1, Verified ORF, "Non-ATPase regulatory subunit of the 26S proteasome; similar to putative proteasomal subunits in other species; null mutant is temperature sensitive and exhibits cell cycle and proteasome assembly defects; protein abundance increases in response to DNA replication stress; relocalizes to the cytosol in response to hypoxia"	2	0.4	0.4
YCR028C-A	RIM1	SGDID:S000007222, Chr III from 173115-172950,173440-173199, Genome Release 64-2-1, reverse complement, Verified ORF, "ssDNA-binding protein essential for mitochondrial genome maintenance; involved in mitochondrial DNA replication"	2	0.4	0.4
YCR028C-A	RIM1	SGDID:S000007222, Chr III from 173115-172950,173440-173199, Genome Release 64-2-1, reverse complement, Verified ORF, "ssDNA-binding protein essential for mitochondrial genome maintenance; involved in mitochondrial DNA replication"	2	0.4	0.4
YCR028C-A	RIM1	SGDID:S000007222, Chr III from 173115-172950,173440-173199, Genome Release 64-2-1, reverse complement, Verified ORF, "ssDNA-binding protein essential for mitochondrial genome maintenance; involved in mitochondrial DNA replication"	2	0.4	0.4
YLR109W	AHP1	SGDID:S000004099, Chr XII from 368781-369311, Genome Release 64-2-1, Verified ORF, "Thiol-specific peroxiredoxin; reduces hydroperoxides to protect against oxidative damage; function in vivo requires covalent conjugation to Urm1p"	1	0.4	0.4
YLR109W	AHP1	SGDID:S000004099, Chr XII from 368781-369311, Genome Release 64-2-1, Verified ORF, "Thiol-specific peroxiredoxin; reduces hydroperoxides to protect against oxidative damage; function in vivo requires covalent conjugation to Urm1p"	1	0.4	0.4
YLR109W	AHP1	SGDID:S000004099, Chr XII from 368781-369311, Genome Release 64-2-1, Verified ORF, "Thiol-specific peroxiredoxin; reduces hydroperoxides to protect against oxidative damage; function in vivo requires covalent conjugation to Urm1p"	1	0.4	0.4
YFL005W	SEC4	SGDID:S000001889, Chr VI from 130334-130981, Genome Release 64-2-1, Verified ORF, "Rab family GTPase; essential for vesicle-mediated exocytic secretion and autophagy; associates with the exocyst component Sec15p and may regulate polarized delivery of transport vesicles to the exocyst at the plasma membrane"	2	0.6	0.6
YFL005W	SEC4	SGDID:S000001889, Chr VI from 130334-130981, Genome Release 64-2-1, Verified ORF, "Rab family GTPase; essential for vesicle-mediated exocytic secretion and autophagy; associates with the exocyst component Sec15p and may regulate polarized delivery of transport vesicles to the exocyst at the plasma membrane"	2	0.6	0.6
YFL005W	SEC4	SGDID:S000001889, Chr VI from 130334-130981, Genome Release 64-2-1, Verified ORF, "Rab family GTPase; essential for vesicle-mediated exocytic secretion and autophagy; associates with the exocyst component Sec15p and may regulate polarized delivery of transport vesicles to the exocyst at the plasma membrane"	2	0.6	0.6
YJL026W	RNR2	SGDID:S000003563, Chr X from 392404-393603, Genome Release 64-2-1, Verified ORF, "Ribonucleotide-diphosphate reductase (RNR), small subunit; the RNR complex catalyzes the rate-limiting step in dNTP synthesis and is regulated by DNA replication and DNA damage checkpoint pathways via localization of the small subunits; RNR2 has a paralog, RNR4, that arose from the whole genome duplication"	1	0.2	0.2
YJL026W	RNR2	SGDID:S000003563, Chr X from 392404-393603, Genome Release 64-2-1, Verified ORF, "Ribonucleotide-diphosphate reductase (RNR), small subunit; the RNR complex catalyzes the rate-limiting step in dNTP synthesis and is regulated by DNA replication and DNA damage checkpoint pathways via localization of the small subunits; RNR2 has a paralog, RNR4, that arose from the whole genome duplication"	1	0.2	0.2
YJL026W	RNR2	SGDID:S000003563, Chr X from 392404-393603, Genome Release 64-2-1, Verified ORF, "Ribonucleotide-diphosphate reductase (RNR), small subunit; the RNR complex catalyzes the rate-limiting step in dNTP synthesis and is regulated by DNA replication and DNA damage checkpoint pathways via localization of the small subunits; RNR2 has a paralog, RNR4, that arose from the whole genome duplication"	1	0.2	0.2
YJR016C	ILV3	SGDID:S000003777, Chr X from 466208-464451, Genome Release 64-2-1, reverse complement, Verified ORF, "Dihydroxyacid dehydratase; catalyzes third step in the common pathway leading to biosynthesis of branched-chain amino acids"	1	0.2	0.2
YJR016C	ILV3	SGDID:S000003777, Chr X from 466208-464451, Genome Release 64-2-1, reverse complement, Verified ORF, "Dihydroxyacid dehydratase; catalyzes third step in the common pathway leading to biosynthesis of branched-chain amino acids"	1	0.2	0.2
YJR016C	ILV3	SGDID:S000003777, Chr X from 466208-464451, Genome Release 64-2-1, reverse complement, Verified ORF, "Dihydroxyacid dehydratase; catalyzes third step in the common pathway leading to biosynthesis of branched-chain amino acids"	1	0.2	0.2
YFL037W	TUB2	SGDID:S000001857, Chr VI from 56336-57709, Genome Release 64-2-1, Verified ORF, "Beta-tubulin; associates with alpha-tubulin (Tub1p and Tub3p) to form tubulin dimer, which polymerizes to form microtubules; mutation in human ortholog is associated with congenital fibrosis of the extraocular muscles (CFEOM) with polymicrogyria"	1	0.2	0.2
YFL037W	TUB2	SGDID:S000001857, Chr VI from 56336-57709, Genome Release 64-2-1, Verified ORF, "Beta-tubulin; associates with alpha-tubulin (Tub1p and Tub3p) to form tubulin dimer, which polymerizes to form microtubules; mutation in human ortholog is associated with congenital fibrosis of the extraocular muscles (CFEOM) with polymicrogyria"	1	0.2	0.2
YFL037W	TUB2	SGDID:S000001857, Chr VI from 56336-57709, Genome Release 64-2-1, Verified ORF, "Beta-tubulin; associates with alpha-tubulin (Tub1p and Tub3p) to form tubulin dimer, which polymerizes to form microtubules; mutation in human ortholog is associated with congenital fibrosis of the extraocular muscles (CFEOM) with polymicrogyria"	1	0.2	0.2
YKL205W	LOS1	SGDID:S000001688, Chr XI from 50051-53353, Genome Release 64-2-1, Verified ORF, "Nuclear pore protein; involved in nuclear export of pre-tRNA and in re-export of mature tRNAs after their retrograde import from the cytoplasm"	1	0.2	0.4
YKL205W	LOS1	SGDID:S000001688, Chr XI from 50051-53353, Genome Release 64-2-1, Verified ORF, "Nuclear pore protein; involved in nuclear export of pre-tRNA and in re-export of mature tRNAs after their retrograde import from the cytoplasm"	1	0.2	0.4
YKL205W	LOS1	SGDID:S000001688, Chr XI from 50051-53353, Genome Release 64-2-1, Verified ORF, "Nuclear pore protein; involved in nuclear export of pre-tRNA and in re-export of mature tRNAs after their retrograde import from the cytoplasm"	1	0.2	0.4
YOR007C	SGT2	SGDID:S000005533, Chr XV from 339978-338938, Genome Release 64-2-1, reverse complement, Verified ORF, "Glutamine-rich cytoplasmic cochaperone; serves as a scaffold bringing together Get4, Get5p, and other TRC complex members that are required to mediate posttranslational insertion of tail-anchored proteins into the ER membrane; interacts with the prion domain of Sup35p; amyloid sensor; plays a role in targeting chaperones to prion aggregates; has similarity to human cochaperone SGT; forms cytoplasmic foci upon DNA replication stress"	1	0.2	0.2
YOR007C	SGT2	SGDID:S000005533, Chr XV from 339978-338938, Genome Release 64-2-1, reverse complement, Verified ORF, "Glutamine-rich cytoplasmic cochaperone; serves as a scaffold bringing together Get4, Get5p, and other TRC complex members that are required to mediate posttranslational insertion of tail-anchored proteins into the ER membrane; interacts with the prion domain of Sup35p; amyloid sensor; plays a role in targeting chaperones to prion aggregates; has similarity to human cochaperone SGT; forms cytoplasmic foci upon DNA replication stress"	1	0.2	0.2
YOR007C	SGT2	SGDID:S000005533, Chr XV from 339978-338938, Genome Release 64-2-1, reverse complement, Verified ORF, "Glutamine-rich cytoplasmic cochaperone; serves as a scaffold bringing together Get4, Get5p, and other TRC complex members that are required to mediate posttranslational insertion of tail-anchored proteins into the ER membrane; interacts with the prion domain of Sup35p; amyloid sensor; plays a role in targeting chaperones to prion aggregates; has similarity to human cochaperone SGT; forms cytoplasmic foci upon DNA replication stress"	1	0.2	0.2
YMR314W	PRE5	SGDID:S000004931, Chr XIII from 901709-902413, Genome Release 64-2-1, Verified ORF, "Alpha 6 subunit of the 20S proteasome; protein abundance increases in response to DNA replication stress"	1	0.2	0.2
YMR314W	PRE5	SGDID:S000004931, Chr XIII from 901709-902413, Genome Release 64-2-1, Verified ORF, "Alpha 6 subunit of the 20S proteasome; protein abundance increases in response to DNA replication stress"	1	0.2	0.2
YMR314W	PRE5	SGDID:S000004931, Chr XIII from 901709-902413, Genome Release 64-2-1, Verified ORF, "Alpha 6 subunit of the 20S proteasome; protein abundance increases in response to DNA replication stress"	1	0.2	0.2
YKL156W	RPS27A	SGDID:S000001639, Chr XI from 158613-158615,158967-159212, Genome Release 64-2-1, Verified ORF, "Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S27, no bacterial homolog; RPS27A has a paralog, RPS27B, that arose from the whole genome duplication; protein abundance increases in response to DNA replication stress"	1	0.2	0.2
YKL156W	RPS27A	SGDID:S000001639, Chr XI from 158613-158615,158967-159212, Genome Release 64-2-1, Verified ORF, "Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S27, no bacterial homolog; RPS27A has a paralog, RPS27B, that arose from the whole genome duplication; protein abundance increases in response to DNA replication stress"	1	0.2	0.2
YKL156W	RPS27A	SGDID:S000001639, Chr XI from 158613-158615,158967-159212, Genome Release 64-2-1, Verified ORF, "Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S27, no bacterial homolog; RPS27A has a paralog, RPS27B, that arose from the whole genome duplication; protein abundance increases in response to DNA replication stress"	1	0.2	0.2
YJL167W	ERG20	SGDID:S000003703, Chr X from 105014-106072, Genome Release 64-2-1, Verified ORF, "Farnesyl pyrophosphate synthetase; has both dimethylallyltranstransferase and geranyltranstransferase activities; catalyzes the formation of C15 farnesyl pyrophosphate units for isoprenoid and sterol biosynthesis"	2	0.4	0.4
YJL167W	ERG20	SGDID:S000003703, Chr X from 105014-106072, Genome Release 64-2-1, Verified ORF, "Farnesyl pyrophosphate synthetase; has both dimethylallyltranstransferase and geranyltranstransferase activities; catalyzes the formation of C15 farnesyl pyrophosphate units for isoprenoid and sterol biosynthesis"	2	0.4	0.4
YJL167W	ERG20	SGDID:S000003703, Chr X from 105014-106072, Genome Release 64-2-1, Verified ORF, "Farnesyl pyrophosphate synthetase; has both dimethylallyltranstransferase and geranyltranstransferase activities; catalyzes the formation of C15 farnesyl pyrophosphate units for isoprenoid and sterol biosynthesis"	2	0.4	0.4
YDR037W	KRS1	SGDID:S000002444, Chr IV from 525440-527215, Genome Release 64-2-1, Verified ORF, "Lysyl-tRNA synthetase"	2	0.4	0.4
YDR037W	KRS1	SGDID:S000002444, Chr IV from 525440-527215, Genome Release 64-2-1, Verified ORF, "Lysyl-tRNA synthetase"	2	0.4	0.4
YDR037W	KRS1	SGDID:S000002444, Chr IV from 525440-527215, Genome Release 64-2-1, Verified ORF, "Lysyl-tRNA synthetase"	2	0.4	0.4
YBR106W	PHO88	SGDID:S000000310, Chr II from 452658-453224, Genome Release 64-2-1, Verified ORF, "Probable membrane protein; involved in phosphate transport; role in the maturation of secretory proteins; pho88 pho86 double null mutant exhibits enhanced synthesis of repressible acid phosphatase at high inorganic phosphate concentrations"	2	0.4	0.4
YBR106W	PHO88	SGDID:S000000310, Chr II from 452658-453224, Genome Release 64-2-1, Verified ORF, "Probable membrane protein; involved in phosphate transport; role in the maturation of secretory proteins; pho88 pho86 double null mutant exhibits enhanced synthesis of repressible acid phosphatase at high inorganic phosphate concentrations"	2	0.4	0.4
YBR106W	PHO88	SGDID:S000000310, Chr II from 452658-453224, Genome Release 64-2-1, Verified ORF, "Probable membrane protein; involved in phosphate transport; role in the maturation of secretory proteins; pho88 pho86 double null mutant exhibits enhanced synthesis of repressible acid phosphatase at high inorganic phosphate concentrations"	2	0.4	0.4
YLR153C	ACS2	SGDID:S000004143, Chr XII from 447575-445524, Genome Release 64-2-1, reverse complement, Verified ORF, "Acetyl-coA synthetase isoform; along with Acs1p, acetyl-coA synthetase isoform is the nuclear source of acetyl-coA for histone acetylation; mutants affect global transcription; required for growth on glucose; expressed under anaerobic conditions"	2	0.4	0.4
YLR153C	ACS2	SGDID:S000004143, Chr XII from 447575-445524, Genome Release 64-2-1, reverse complement, Verified ORF, "Acetyl-coA synthetase isoform; along with Acs1p, acetyl-coA synthetase isoform is the nuclear source of acetyl-coA for histone acetylation; mutants affect global transcription; required for growth on glucose; expressed under anaerobic conditions"	2	0.4	0.4
YLR153C	ACS2	SGDID:S000004143, Chr XII from 447575-445524, Genome Release 64-2-1, reverse complement, Verified ORF, "Acetyl-coA synthetase isoform; along with Acs1p, acetyl-coA synthetase isoform is the nuclear source of acetyl-coA for histone acetylation; mutants affect global transcription; required for growth on glucose; expressed under anaerobic conditions"	2	0.4	0.4
YHR020W	YHR020W	SGDID:S000001062, Chr VIII from 143996-146062, Genome Release 64-2-1, Verified ORF, "Prolyl-tRNA synthetase; N-terminal domain shows weak homology to prokaryotic posttransfer editing domain, but does not possess posttransfer editing activity; may interact with ribosomes, based on co-purification experiments"	2	0.6	0.6
YHR020W	YHR020W	SGDID:S000001062, Chr VIII from 143996-146062, Genome Release 64-2-1, Verified ORF, "Prolyl-tRNA synthetase; N-terminal domain shows weak homology to prokaryotic posttransfer editing domain, but does not possess posttransfer editing activity; may interact with ribosomes, based on co-purification experiments"	2	0.6	0.6
YHR020W	YHR020W	SGDID:S000001062, Chr VIII from 143996-146062, Genome Release 64-2-1, Verified ORF, "Prolyl-tRNA synthetase; N-terminal domain shows weak homology to prokaryotic posttransfer editing domain, but does not possess posttransfer editing activity; may interact with ribosomes, based on co-purification experiments"	2	0.6	0.6
YEL071W	DLD3	SGDID:S000000797, Chr V from 16355-17845, Genome Release 64-2-1, Verified ORF, "D-lactate dehydrogenase; part of the retrograde regulon which consists of genes whose expression is stimulated by damage to mitochondria and reduced in cells grown with glutamate as the sole nitrogen source, located in the cytoplasm"	2	0.4	0.4
YEL071W	DLD3	SGDID:S000000797, Chr V from 16355-17845, Genome Release 64-2-1, Verified ORF, "D-lactate dehydrogenase; part of the retrograde regulon which consists of genes whose expression is stimulated by damage to mitochondria and reduced in cells grown with glutamate as the sole nitrogen source, located in the cytoplasm"	2	0.4	0.4
YEL071W	DLD3	SGDID:S000000797, Chr V from 16355-17845, Genome Release 64-2-1, Verified ORF, "D-lactate dehydrogenase; part of the retrograde regulon which consists of genes whose expression is stimulated by damage to mitochondria and reduced in cells grown with glutamate as the sole nitrogen source, located in the cytoplasm"	2	0.4	0.4
YDL160C	DHH1	SGDID:S000002319, Chr IV from 171930-170410, Genome Release 64-2-1, reverse complement, Verified ORF, "Cytoplasmic DExD/H-box helicase, stimulates mRNA decapping; coordinates distinct steps in mRNA function and decay, interacts with both the decapping and deadenylase complexes, role in translational repression, mRNA decay, and processing body dynamics; may have a role in mRNA export; C-terminus of Dhh1p interacts with Ngr1p and promotes POR1, but not EDC1 mRNA decay; forms cytoplasmic foci upon DNA replication stress"	1	0.2	0.2
YDL160C	DHH1	SGDID:S000002319, Chr IV from 171930-170410, Genome Release 64-2-1, reverse complement, Verified ORF, "Cytoplasmic DExD/H-box helicase, stimulates mRNA decapping; coordinates distinct steps in mRNA function and decay, interacts with both the decapping and deadenylase complexes, role in translational repression, mRNA decay, and processing body dynamics; may have a role in mRNA export; C-terminus of Dhh1p interacts with Ngr1p and promotes POR1, but not EDC1 mRNA decay; forms cytoplasmic foci upon DNA replication stress"	1	0.2	0.2
YDL160C	DHH1	SGDID:S000002319, Chr IV from 171930-170410, Genome Release 64-2-1, reverse complement, Verified ORF, "Cytoplasmic DExD/H-box helicase, stimulates mRNA decapping; coordinates distinct steps in mRNA function and decay, interacts with both the decapping and deadenylase complexes, role in translational repression, mRNA decay, and processing body dynamics; may have a role in mRNA export; C-terminus of Dhh1p interacts with Ngr1p and promotes POR1, but not EDC1 mRNA decay; forms cytoplasmic foci upon DNA replication stress"	1	0.2	0.2
YPR043W	RPL43A	SGDID:S000006247, Chr XVI from 654166-654167,654571-654847, Genome Release 64-2-1, Verified ORF, "Ribosomal 60S subunit protein L43A; null mutation confers a dominant lethal phenotype; homologous to mammalian ribosomal protein L37A, no bacterial homolog; RPL43A has a paralog, RPL43B, that arose from the whole genome duplication"	1	0.2	0.4
YPR043W	RPL43A	SGDID:S000006247, Chr XVI from 654166-654167,654571-654847, Genome Release 64-2-1, Verified ORF, "Ribosomal 60S subunit protein L43A; null mutation confers a dominant lethal phenotype; homologous to mammalian ribosomal protein L37A, no bacterial homolog; RPL43A has a paralog, RPL43B, that arose from the whole genome duplication"	1	0.2	0.4
YPR043W	RPL43A	SGDID:S000006247, Chr XVI from 654166-654167,654571-654847, Genome Release 64-2-1, Verified ORF, "Ribosomal 60S subunit protein L43A; null mutation confers a dominant lethal phenotype; homologous to mammalian ribosomal protein L37A, no bacterial homolog; RPL43A has a paralog, RPL43B, that arose from the whole genome duplication"	1	0.2	0.4
YHR019C	DED81	SGDID:S000001061, Chr VIII from 143558-141894, Genome Release 64-2-1, reverse complement, Verified ORF, "Cytosolic asparaginyl-tRNA synthetase; required for protein synthesis, catalyzes the specific attachment of asparagine to its cognate tRNA"	2	0.4	0.6
YHR019C	DED81	SGDID:S000001061, Chr VIII from 143558-141894, Genome Release 64-2-1, reverse complement, Verified ORF, "Cytosolic asparaginyl-tRNA synthetase; required for protein synthesis, catalyzes the specific attachment of asparagine to its cognate tRNA"	2	0.4	0.6
YHR019C	DED81	SGDID:S000001061, Chr VIII from 143558-141894, Genome Release 64-2-1, reverse complement, Verified ORF, "Cytosolic asparaginyl-tRNA synthetase; required for protein synthesis, catalyzes the specific attachment of asparagine to its cognate tRNA"	2	0.4	0.6
YGL122C	NAB2	SGDID:S000003090, Chr VII from 280523-278946, Genome Release 64-2-1, reverse complement, Verified ORF, "Nuclear polyadenylated RNA-binding protein; required for nuclear mRNA export and poly(A) tail length control; binds nuclear pore protein Mlp1p; involved in forming export-competent mRNPs in the nucleus; autoregulates mRNA levels; related to human hnRNPs; nuclear localization sequence binds Kap104p; protein abundance increases in response to DNA replication stress"	1	0.2	0.4
YGL122C	NAB2	SGDID:S000003090, Chr VII from 280523-278946, Genome Release 64-2-1, reverse complement, Verified ORF, "Nuclear polyadenylated RNA-binding protein; required for nuclear mRNA export and poly(A) tail length control; binds nuclear pore protein Mlp1p; involved in forming export-competent mRNPs in the nucleus; autoregulates mRNA levels; related to human hnRNPs; nuclear localization sequence binds Kap104p; protein abundance increases in response to DNA replication stress"	1	0.2	0.4
YGL122C	NAB2	SGDID:S000003090, Chr VII from 280523-278946, Genome Release 64-2-1, reverse complement, Verified ORF, "Nuclear polyadenylated RNA-binding protein; required for nuclear mRNA export and poly(A) tail length control; binds nuclear pore protein Mlp1p; involved in forming export-competent mRNPs in the nucleus; autoregulates mRNA levels; related to human hnRNPs; nuclear localization sequence binds Kap104p; protein abundance increases in response to DNA replication stress"	1	0.2	0.4
YGL105W	ARC1	SGDID:S000003073, Chr VII from 307437-308567, Genome Release 64-2-1, Verified ORF, "Protein that binds tRNA and methionyl- and glutamyl-tRNA synthetases; involved in tRNA delivery, stimulating catalysis, and ensuring localization; also binds quadruplex nucleic acids; protein abundance increases in response to DNA replication stress; methionyl-tRNA synthetase is Mes1p; glutamyl-tRNA synthetase is Gus1p"	1	0.2	0.2
YGL105W	ARC1	SGDID:S000003073, Chr VII from 307437-308567, Genome Release 64-2-1, Verified ORF, "Protein that binds tRNA and methionyl- and glutamyl-tRNA synthetases; involved in tRNA delivery, stimulating catalysis, and ensuring localization; also binds quadruplex nucleic acids; protein abundance increases in response to DNA replication stress; methionyl-tRNA synthetase is Mes1p; glutamyl-tRNA synthetase is Gus1p"	1	0.2	0.2
YGL105W	ARC1	SGDID:S000003073, Chr VII from 307437-308567, Genome Release 64-2-1, Verified ORF, "Protein that binds tRNA and methionyl- and glutamyl-tRNA synthetases; involved in tRNA delivery, stimulating catalysis, and ensuring localization; also binds quadruplex nucleic acids; protein abundance increases in response to DNA replication stress; methionyl-tRNA synthetase is Mes1p; glutamyl-tRNA synthetase is Gus1p"	1	0.2	0.2
YGL037C	PNC1	SGDID:S000003005, Chr VII from 427947-427297, Genome Release 64-2-1, reverse complement, Verified ORF, "Nicotinamidase that converts nicotinamide to nicotinic acid; part of the NAD(+) salvage pathway; required for life span extension by calorie restriction; PNC1 expression responds to all known stimuli that extend replicative life span; protein increases in abundance and relative distribution to cytoplasmic foci decreases upon DNA replication stress"	2	0.6	0.6
YGL037C	PNC1	SGDID:S000003005, Chr VII from 427947-427297, Genome Release 64-2-1, reverse complement, Verified ORF, "Nicotinamidase that converts nicotinamide to nicotinic acid; part of the NAD(+) salvage pathway; required for life span extension by calorie restriction; PNC1 expression responds to all known stimuli that extend replicative life span; protein increases in abundance and relative distribution to cytoplasmic foci decreases upon DNA replication stress"	2	0.6	0.6
YGL037C	PNC1	SGDID:S000003005, Chr VII from 427947-427297, Genome Release 64-2-1, reverse complement, Verified ORF, "Nicotinamidase that converts nicotinamide to nicotinic acid; part of the NAD(+) salvage pathway; required for life span extension by calorie restriction; PNC1 expression responds to all known stimuli that extend replicative life span; protein increases in abundance and relative distribution to cytoplasmic foci decreases upon DNA replication stress"	2	0.6	0.6
YDR432W	NPL3	SGDID:S000002840, Chr IV from 1328783-1330027, Genome Release 64-2-1, Verified ORF, "RNA-binding protein; promotes elongation, regulates termination, and carries poly(A) mRNA from nucleus to cytoplasm; represses translation initiation by binding eIF4G; required for pre-mRNA splicing; interacts with E3 ubiquitin ligase Bre1p, linking histone ubiquitination to mRNA processing; may have role in telomere maintenance; dissociation from mRNAs promoted by Mtr10p; phosphorylated by Sky1p in cytoplasm; protein abundance increases in response to DNA replication stress"	2	0.4	0.4
YDR432W	NPL3	SGDID:S000002840, Chr IV from 1328783-1330027, Genome Release 64-2-1, Verified ORF, "RNA-binding protein; promotes elongation, regulates termination, and carries poly(A) mRNA from nucleus to cytoplasm; represses translation initiation by binding eIF4G; required for pre-mRNA splicing; interacts with E3 ubiquitin ligase Bre1p, linking histone ubiquitination to mRNA processing; may have role in telomere maintenance; dissociation from mRNAs promoted by Mtr10p; phosphorylated by Sky1p in cytoplasm; protein abundance increases in response to DNA replication stress"	2	0.4	0.4
YDR432W	NPL3	SGDID:S000002840, Chr IV from 1328783-1330027, Genome Release 64-2-1, Verified ORF, "RNA-binding protein; promotes elongation, regulates termination, and carries poly(A) mRNA from nucleus to cytoplasm; represses translation initiation by binding eIF4G; required for pre-mRNA splicing; interacts with E3 ubiquitin ligase Bre1p, linking histone ubiquitination to mRNA processing; may have role in telomere maintenance; dissociation from mRNAs promoted by Mtr10p; phosphorylated by Sky1p in cytoplasm; protein abundance increases in response to DNA replication stress"	2	0.4	0.4
YER086W	ILV1	SGDID:S000000888, Chr V from 328477-330207, Genome Release 64-2-1, Verified ORF, "Threonine deaminase, catalyzes first step in isoleucine biosynthesis; expression is under general amino acid control; ILV1 locus exhibits highly positioned nucleosomes whose organization is independent of known ILV1 regulation"	2	0.4	0.4
YER086W	ILV1	SGDID:S000000888, Chr V from 328477-330207, Genome Release 64-2-1, Verified ORF, "Threonine deaminase, catalyzes first step in isoleucine biosynthesis; expression is under general amino acid control; ILV1 locus exhibits highly positioned nucleosomes whose organization is independent of known ILV1 regulation"	2	0.4	0.4
YER086W	ILV1	SGDID:S000000888, Chr V from 328477-330207, Genome Release 64-2-1, Verified ORF, "Threonine deaminase, catalyzes first step in isoleucine biosynthesis; expression is under general amino acid control; ILV1 locus exhibits highly positioned nucleosomes whose organization is independent of known ILV1 regulation"	2	0.4	0.4
YLL013C	PUF3	SGDID:S000003936, Chr XII from 124714-122075, Genome Release 64-2-1, reverse complement, Verified ORF, "Protein of the mitochondrial outer surface; links the Arp2/3 complex with the mitochore during anterograde mitochondrial movement; also binds to and promotes degradation of mRNAs for select nuclear-encoded mitochondrial proteins"	2	0.4	0.4
YLL013C	PUF3	SGDID:S000003936, Chr XII from 124714-122075, Genome Release 64-2-1, reverse complement, Verified ORF, "Protein of the mitochondrial outer surface; links the Arp2/3 complex with the mitochore during anterograde mitochondrial movement; also binds to and promotes degradation of mRNAs for select nuclear-encoded mitochondrial proteins"	2	0.4	0.4
YLL013C	PUF3	SGDID:S000003936, Chr XII from 124714-122075, Genome Release 64-2-1, reverse complement, Verified ORF, "Protein of the mitochondrial outer surface; links the Arp2/3 complex with the mitochore during anterograde mitochondrial movement; also binds to and promotes degradation of mRNAs for select nuclear-encoded mitochondrial proteins"	2	0.4	0.4
YGL163C	RAD54	SGDID:S000003131, Chr VII from 196403-193707, Genome Release 64-2-1, reverse complement, Verified ORF, "DNA-dependent ATPase that stimulates strand exchange; modifies the topology of double-stranded DNA; involved in the recombinational repair of double-strand breaks in DNA during vegetative growth and meiosis; member of the SWI/SNF family of DNA translocases; forms nuclear foci upon DNA replication stress"	1	0.2	0.2
YGL163C	RAD54	SGDID:S000003131, Chr VII from 196403-193707, Genome Release 64-2-1, reverse complement, Verified ORF, "DNA-dependent ATPase that stimulates strand exchange; modifies the topology of double-stranded DNA; involved in the recombinational repair of double-strand breaks in DNA during vegetative growth and meiosis; member of the SWI/SNF family of DNA translocases; forms nuclear foci upon DNA replication stress"	1	0.2	0.2
YGL163C	RAD54	SGDID:S000003131, Chr VII from 196403-193707, Genome Release 64-2-1, reverse complement, Verified ORF, "DNA-dependent ATPase that stimulates strand exchange; modifies the topology of double-stranded DNA; involved in the recombinational repair of double-strand breaks in DNA during vegetative growth and meiosis; member of the SWI/SNF family of DNA translocases; forms nuclear foci upon DNA replication stress"	1	0.2	0.2
YLR027C	AAT2	SGDID:S000004017, Chr XII from 198085-196829, Genome Release 64-2-1, reverse complement, Verified ORF, "Cytosolic aspartate aminotransferase involved in nitrogen metabolism; localizes to peroxisomes in oleate-grown cells"	2	0.4	0.4
YLR027C	AAT2	SGDID:S000004017, Chr XII from 198085-196829, Genome Release 64-2-1, reverse complement, Verified ORF, "Cytosolic aspartate aminotransferase involved in nitrogen metabolism; localizes to peroxisomes in oleate-grown cells"	2	0.4	0.4
YLR027C	AAT2	SGDID:S000004017, Chr XII from 198085-196829, Genome Release 64-2-1, reverse complement, Verified ORF, "Cytosolic aspartate aminotransferase involved in nitrogen metabolism; localizes to peroxisomes in oleate-grown cells"	2	0.4	0.4
